first_name,last_name,age,gender,color,location,price
Horacio,Darlaston,63,Male,Maroon,Andorra,$613.93 
Clarine,Sarton,64,Bigender,Green,Brazil,$348.12 
Aline,Ogelsby,68,Female,Mauv,Mexico,$511.46 
Timothee,Colston,67,Male,Purple,Indonesia,$564.90 
Bekki,Yerrington,64,Female,Orange,Spain,$309.97 
Reinald,Barttrum,60,Male,Mauv,Mongolia,$482.63 
Felecia,Jeays,63,Female,Puce,United States,$979.01 
Faith,Pigeram,69,Female,Puce,Greece,$376.95 
Grantley,Klainer,69,Male,Yellow,Indonesia,$4.58 
Romain,Mossman,60,Male,Red,Bolivia,$359.23 
Willey,De Souza,65,Male,Aquamarine,Sweden,$433.31 
Joshua,Camis,65,Male,Maroon,Colombia,$720.39 
Delores,Shalcros,65,Female,Puce,China,$302.30 
Debera,Horning,62,Female,Goldenrod,Indonesia,$740.41 
Ileana,Gonin,66,Female,Mauv,Brazil,$202.82 
Whitney,Jermin,60,Male,Indigo,Botswana,$26.54 
Guilbert,Gold,65,Male,Turquoise,China,$409.12 
Iago,Charker,69,Male,Aquamarine,Sweden,$866.19 
Jamal,Braidon,62,Male,Yellow,Japan,$843.69 
Oralee,Dullingham,70,Female,Blue,Namibia,$866.75 
Myron,Touhig,62,Male,Teal,Poland,$366.50 
Putnam,Dorrell,62,Male,Turquoise,Finland,$70.27 
Baryram,Kealey,65,Male,Teal,Indonesia,$234.46 
Francis,De Coursey,70,Male,Turquoise,Brazil,$822.99 
Gianna,Ramble,60,Female,Indigo,Brazil,$868.84 
Tresa,Houdhury,61,Female,Blue,Hungary,$631.82 
Meggi,Jantet,68,Female,Fuscia,Bulgaria,$853.76 
Fernanda,Dove,69,Female,Indigo,Argentina,$516.18 
Antonio,Reimer,67,Male,Crimson,Colombia,$757.37 
Meredithe,Zoppie,67,Agender,Maroon,China,$859.57 
Jaquenetta,Hollow,65,Female,Crimson,Poland,$662.86 
Charlie,Bullen,62,Male,Purple,China,$409.05 
Lane,Cowling,63,Female,Purple,Palestinian Territory,$102.57 
Loreen,Give,69,Female,Violet,China,$306.99 
Charmane,Petrecz,61,Female,Pink,China,$770.45 
Marys,Persehouse,64,Female,Blue,Russia,$374.07 
Benson,Garvill,63,Male,Mauv,Indonesia,$668.30 
Evaleen,Stuttman,61,Female,Fuscia,China,$243.26 
Hurlee,Beckley,66,Male,Yellow,China,$278.35 
Jammal,Clymer,64,Male,Green,China,$756.03 
Heidi,Spinke,68,Female,Goldenrod,China,$979.20 
Howie,Howroyd,70,Male,Fuscia,France,$751.58 
Lindsey,Bocking,66,Female,Orange,China,$360.50 
Konstantin,Lobe,63,Male,Red,Portugal,$939.79 
Antonietta,Attoe,66,Female,Mauv,Czech Republic,$296.22 
Betsy,Martinez,62,Female,Turquoise,Colombia,$31.01 
Honoria,Romney,62,Genderfluid,Blue,Kazakhstan,$28.01 
Joya,Warratt,70,Female,Violet,Thailand,$65.61 
Brier,Jikovsky,61,Female,Blue,Vietnam,$659.41 
Dre,McCathie,67,Female,Orange,Austria,$898.10 
Marmaduke,Bonafant,67,Male,Mauv,Bhutan,$977.59 
Veronika,Roundtree,62,Female,Yellow,Czech Republic,$525.94 
Hammad,Hatton,61,Male,Purple,China,$380.85 
Derek,Barchrameev,68,Male,Indigo,China,$157.65 
Valentino,Thewless,70,Male,Puce,United States,$297.28 
Drusie,Lecky,66,Female,Maroon,Luxembourg,$379.07 
Bettine,Moorcraft,64,Female,Aquamarine,France,$265.48 
Elbert,Gumery,66,Male,Orange,Indonesia,$812.18 
Shaylah,Leinster,60,Female,Yellow,Thailand,$666.86 
Worthy,Jarry,67,Male,Puce,Mali,$929.20 
Randolph,Seeger,61,Male,Orange,Norway,$857.22 
Daphne,Friel,61,Female,Violet,Colombia,$20.35 
Lanie,Leeburn,66,Male,Puce,China,$891.56 
Hal,Lammiman,69,Male,Puce,Portugal,$226.08 
Karmen,Keyse,67,Female,Orange,Malaysia,$256.09 
Giles,MacMarcuis,69,Male,Purple,Philippines,$521.37 
Mitchel,Sleite,65,Male,Khaki,Venezuela,$622.52 
Oriana,Avraam,61,Female,Mauv,China,$591.38 
Moses,Di Lucia,69,Male,Violet,Russia,$464.13 
La verne,Glozman,65,Female,Teal,Russia,$807.34 
Briant,Luckey,63,Male,Crimson,Russia,$596.09 
Rani,Wheway,68,Female,Red,Syria,$80.25 
Malinde,Brazier,70,Female,Pink,Afghanistan,$411.09 
Stefan,Osorio,60,Male,Teal,Tanzania,$699.41 
Paulie,Edmundson,69,Female,Indigo,Colombia,$887.03 
Hamish,Siggens,68,Male,Purple,Nigeria,$152.24 
Trenton,Tellett,66,Male,Crimson,Cameroon,$723.98 
Fredia,Korpal,63,Female,Turquoise,China,$602.90 
Fergus,Cestard,70,Male,Violet,Indonesia,$422.91 
Missy,Simmins,67,Female,Blue,China,$11.99 
Montgomery,Moyse,68,Male,Yellow,Czech Republic,$658.71 
Garvin,Oakey,63,Male,Purple,France,$912.60 
Jennie,Ambroix,63,Genderqueer,Aquamarine,Azerbaijan,$985.48 
Laney,Gatecliffe,61,Male,Blue,Peru,$766.65 
Hedvig,Merriment,65,Female,Purple,United States,$180.11 
Eugine,Beteriss,66,Female,Pink,United States,$9.30 
Alisander,Tomowicz,61,Male,Khaki,Canada,$885.70 
Ferdinande,Quinevan,66,Female,Green,Indonesia,$773.45 
Ellswerth,Leyland,66,Male,Crimson,Italy,$131.21 
Sallyann,Yurevich,66,Female,Turquoise,Bulgaria,$285.87 
Phaedra,Couser,65,Female,Indigo,China,$765.08 
Donetta,Prinnett,62,Female,Khaki,Indonesia,$772.98 
Olly,Shieldon,69,Female,Maroon,China,$366.45 
