first_name,last_name,age,gender,color,location,price
Matthaeus,Sesons,38,Male,Mauv,Czech Republic,$650.65 
Reginauld,Blackmuir,29,Male,Goldenrod,Czech Republic,$563.41 
Tabbatha,Swiffen,39,Female,Pink,Qatar,$888.55 
Bruce,Allington,52,Male,Maroon,United States,$288.09 
Loella,Kaesmans,38,Female,Crimson,Russia,$383.82 
Miguel,Rosberg,30,Male,Puce,French Polynesia,$549.53 
Jammal,Dunsmore,29,Male,Blue,Costa Rica,$107.11 
Jose,Standring,48,Male,Orange,Philippines,$25.04 
Ainsley,Danet,25,Female,Yellow,Russia,$144.62 
Orella,Sword,30,Female,Mauv,Costa Rica,$35.26 
Skipton,Donavan,37,Male,Red,China,$302.66 
Rikki,Pinare,49,Male,Goldenrod,Indonesia,$951.74 
Sumner,Eskriet,40,Male,Purple,Thailand,$911.84 
Cal,Learmont,25,Male,Goldenrod,Slovenia,$193.35 
Deva,Lawles,28,Bigender,Orange,Brazil,$285.18 
Patti,Maulkin,27,Female,Goldenrod,China,$238.72 
Joannes,Casterot,32,Female,Turquoise,Burundi,$576.39 
Chaunce,Alabastar,54,Male,Green,China,$148.73 
Eleonore,Cowtherd,54,Female,Crimson,Argentina,$139.12 
Joletta,MacFadin,40,Female,Purple,China,$193.79 
Olivier,Trowbridge,36,Male,Green,Japan,$822.83 
Neille,Basnett,44,Female,Green,Philippines,$476.59 
Chandra,Stewartson,55,Female,Violet,Canada,$714.49 
Paolo,Alexsandrev,27,Male,Crimson,Ecuador,$131.57 
Giordano,Fenny,44,Male,Yellow,China,$996.65 
Ealasaid,Hammerton,44,Female,Aquamarine,Brazil,$152.11 
Purcell,Bedell,26,Male,Blue,Colombia,$578.10 
Jeremiah,Epgrave,38,Male,Red,Angola,$401.06 
Ema,Feetham,28,Female,Maroon,China,$638.16 
Cookie,Genny,54,Female,Purple,China,$203.04 
Bradan,Boddymead,47,Male,Indigo,China,$528.90 
Clair,Gandey,28,Male,Khaki,Ukraine,$954.45 
Danny,Bottelstone,55,Male,Crimson,Niger,$950.28 
Rosaline,Klemencic,51,Female,Red,Indonesia,$600.10 
Kimberli,Denisyuk,50,Female,Puce,Brazil,$311.49 
Kerrie,Kippie,28,Female,Puce,Mexico,$361.18 
Fanny,Ginty,53,Female,Red,Mexico,$735.38 
Fairleigh,Brettor,48,Male,Blue,China,$758.90 
Felecia,Huburn,35,Female,Red,Jordan,$526.77 
Cristen,De Michele,53,Female,Red,Norway,$967.61 
Sibby,Magarrell,42,Female,Orange,Brazil,$351.91 
Zacharie,Dillow,43,Polygender,Green,Indonesia,$165.82 
Perice,Lissenden,27,Male,Pink,Mozambique,$84.66 
Daryl,Glavis,37,Female,Khaki,China,$14.53 
Nisse,Winn,34,Female,Crimson,Tanzania,$711.60 
Freemon,Cammiemile,44,Male,Turquoise,Russia,$682.22 
Dicky,Alldridge,51,Male,Puce,Palestinian Territory,$100.63 
Luisa,Lilie,30,Female,Yellow,Mexico,$371.78 
Paulina,Grainger,32,Female,Pink,Cameroon,$633.65 
Christyna,Wyper,34,Female,Puce,Indonesia,$573.75 
Raleigh,Witt,25,Male,Pink,Indonesia,$202.56 
Carmelina,Klaesson,45,Female,Fuscia,South Africa,$526.16 
Gawen,Daunay,44,Male,Violet,Portugal,$766.78 
Lucilia,Teather,41,Female,Fuscia,France,$659.60 
Juliana,Dwine,51,Female,Crimson,Poland,$359.37 
Rasia,Casillis,54,Female,Teal,Russia,$668.80 
Miltie,Kleewein,54,Genderqueer,Violet,Portugal,$592.39 
Dianne,Walaron,30,Female,Blue,Indonesia,$863.01 
Ritchie,Scanlon,46,Male,Pink,China,$465.10 
Cecil,Ayres,36,Female,Fuscia,Armenia,$319.76 
Hew,Lusted,25,Male,Red,China,$94.83 
Rosmunda,Landell,27,Female,Blue,Brazil,$908.93 
Aluin,Guitt,37,Male,Aquamarine,Russia,$692.84 
Michaelina,Danser,26,Female,Teal,Russia,$655.98 
Junina,Trayling,49,Female,Maroon,Philippines,$885.51 
Kelby,Lawn,31,Male,Violet,France,$944.51 
Kaylyn,Buxey,52,Female,Puce,China,$707.10 
Ingram,Dumpleton,43,Male,Aquamarine,Sweden,$895.31 
Sid,Sotworth,47,Male,Teal,Poland,$810.54 
Reed,Fleis,28,Male,Violet,China,$745.82 
Ellary,D'Hooghe,41,Male,Maroon,Russia,$502.57 
Doy,Badrick,45,Male,Crimson,Haiti,$921.77 
Nanci,Rainsdon,55,Female,Indigo,China,$98.84 
Aylmar,Wegner,40,Male,Indigo,Poland,$94.21 
Ken,Gaskill,48,Male,Red,China,$182.80 
Kaile,Feldheim,39,Female,Green,Russia,$420.91 
Whitney,Meldrum,39,Male,Khaki,Iran,$436.67 
Bennett,Lowmass,31,Male,Purple,Brazil,$743.11 
Deane,Ritter,40,Female,Fuscia,Armenia,$973.93 
Susana,Risen,30,Female,Yellow,China,$174.28 
Sonya,Hardison,48,Female,Teal,Ukraine,$121.59 
Waly,Grumell,34,Female,Goldenrod,China,$621.24 
Sosanna,Touzey,28,Female,Teal,China,$337.37 
Kile,Alaway,49,Polygender,Crimson,China,$538.40 
Ladonna,Henke,35,Female,Yellow,United Kingdom,$585.08 
Drew,MacCleay,54,Male,Blue,France,$7.49 
Franky,Vinton,25,Male,Turquoise,Indonesia,$705.49 
Heinrik,Leggon,41,Genderqueer,Fuscia,Philippines,$432.52 
Garfield,Perrott,29,Male,Goldenrod,Botswana,$866.92 
Duff,Brosch,35,Polygender,Khaki,Azerbaijan,$32.44 
Genovera,Heare,29,Female,Purple,Indonesia,$953.06 
Con,Drever,55,Male,Khaki,Peru,$564.78 
Laurie,Cochrane,28,Female,Purple,China,$2.61 
Gratiana,Kenshole,54,Female,Yellow,Tanzania,$62.39 
Farlee,Charnley,34,Male,Goldenrod,Portugal,$371.02 
